ID,Area,Feature,User story,Expected behaviour (from code),Code reference,How tested,Baseline result,Errors found,Fix applied,Post-fix result,Status
INT-01,Integration and dev tooling (frontend),Section documents from the API,"As an analyst on a deployed build, I want each section read from the server, so that I see my real cases rather than fixtures.",Client GETs /api/sections/<section>?case=…; the server must serve a named model per section.,app/transport.ts sectionUrl(); server/api/app.py,code inspection; API probe,FAIL: ERR-16,"ERR-16: The workspace runs on fixtures only and the gap is on no ledger: the API serves no /api/sections/*, the client tails /api/events for six lower-case names while the server streams /api/runs/{id}/events with RunEvent names, the client expects {code, clears} while the server sends {refusal}, and no governed write route exists.",ERR-16: Recorded in CLAUDE.md known gaps (Phase 9) with the upgrade path; every refused control now states it.,"PASS where fixable; Gap documented (the section API is feature work, not a fix)",Gap documented
INT-02,Integration and dev tooling (frontend),Run events from the API,"As an analyst on a deployed build, I want the section to refresh on real run events, so that live state is real.",Client tails /api/events and listens for its six event names; the server serves /api/runs/{id}/events with RunEvent names.,app/sse.ts; server/api/app.py; server/store/events.py,code inspection; API probe,FAIL: ERR-16,"ERR-16: The workspace runs on fixtures only and the gap is on no ledger: the API serves no /api/sections/*, the client tails /api/events for six lower-case names while the server streams /api/runs/{id}/events with RunEvent names, the client expects {code, clears} while the server sends {refusal}, and no governed write route exists.",ERR-16: Recorded in CLAUDE.md known gaps (Phase 9) with the upgrade path; every refused control now states it.,"PASS where fixable; Gap documented (the section API is feature work, not a fix)",Gap documented
INT-03,Integration and dev tooling (frontend),Governed actions from the workspace,"As an analyst or approver, I want commit, withdraw, pin, approve, accept, sign, freeze and file to reach the server, so that decisions are recorded.",Every governed control is refused in this build; the server has store calls but no HTTP write routes.,controls/RefusedControl.tsx; server/api/app.py,code inspection,FAIL: ERR-01 ERR-16,"ERR-01: Refusal reasons name build phases that have already exited ('Phase 2 admits…', 'Phase 5 places the provider', 'Phase 6 derives identity…', 'the backend phase that owns this action lands (docs/REBUILD_PLAN.md)'). All are false today and developer-facing: the store, provider and identity exist; what is missing is an HTTP route. | ERR-16: The workspace runs on fixtures only and the gap is on no ledger: the API serves no /api/sections/*, the client tails /api/events for six lower-case names while the server streams /api/runs/{id}/events with RunEvent names, the client expects {code, clears} while the server sends {refusal}, and no governed write route exists.","ERR-01: Every unplaced refusal now names the real blocker (READ_ONLY_API: 'this build's API serves only the run document and its event stream'); Rail Ask → ASK_UNPLACED, Sign out → SIGN_OUT_UNPLACED (the authenticating proxy owns sign-out). Tests: helpers/chrome/directory/upload 'names what clears it today'. | ERR-16: Recorded in CLAUDE.md known gaps (Phase 9) with the upgrade path; every refused control now states it.","PASS where fixable; Gap documented (the section API is feature work, not a fix)",Fixed
INT-04,Integration and dev tooling (frontend),Fixture server for dev and preview,"As a developer, I want vite dev/preview to serve fixture documents, states, transport failures, a run stream and page renders, so that every state can be exercised without a backend.",/api/sections/<s>[?fixture=state]; offline destroys the socket; unavailable 404; error 503 typed; /api/events streams run frames; /api/pages/<svg>; non-word fixture names 404.,frontend/vite.config.ts,curl probes; workbench,FAIL: ERR-06,"ERR-06: Client-owned refusal 'clears' strings are capitalised sentences, so the region reads 'Clears when The store answers again.' and the fallback brief doubles the period ('…again..').","ERR-06: Client refusal clauses are lower-case and unpunctuated; fallback brief strips a trailing stop before adding one; the fixture server's 503 body likewise. Tests: helpers 'ends its clause once', 'read as a clause after clears when'.","PASS (re-tested) — story checker, unit and workbench green",Fixed
INT-05,Integration and dev tooling (frontend),Accessibility matrix,"As a developer, I want axe over every route and state on three engines and three viewports, so that accessibility regressions fail CI.","npm run a11y: engine × route × viewport matrix complete, zero violations, zero scan errors.",frontend/scripts/a11y-axe.mjs,npm run a11y,"PASS: 189/189 entries, 0 violations, 0 scan errors",,,PASS (re-tested 2026-09-11),Passing
INT-06,Integration and dev tooling (frontend),Workbench smoke,"As a developer, I want Playwright smoke tests on chromium, firefox and webkit with no retries, so that UI contracts hold on every engine.",npm run test:workbench passes on three engines.,frontend/tests/workbench,npm run test:workbench,PASS: 78 passed,,,PASS (re-tested 2026-09-11),Passing
INT-07,Integration and dev tooling (frontend),Frontend lint gates,"As a developer, I want eslint, prettier, the TS vocabulary gate and the untested-export gate, so that the frontend obeys the same rules as the server.",npm run lint exits 0.,frontend/scripts/check-*.mjs; eslint.config.mjs,npm run lint,PASS,,,PASS (re-tested 2026-09-11),Passing
API-01,HTTP API (server/api),Run document,"As an analyst, I want GET /api/runs/{id} to return the run with each node's state and reason, so that /run/ can draw the pinned route.","200 RunDocument {run_id, status, route_digest (recomputed), nodes:[{route_node_id, module_id, state, waiting_on:[{source,type}], awaiting_gate}]}; extra fields forbidden.",server/api/app.py read_run,pytest test_api_routes; live probe,"PASS: live probe, 19 nodes, CP-6 awaiting_gate",,,PASS (re-tested 2026-09-11),Passing
API-02,HTTP API (server/api),Unpinned run,"As an analyst, I want a run before its plan gate to answer with no nodes, so that nothing unpinned is drawn.",route_digest null and nodes [] when no route is pinned.,app.py read_run,pytest test_api_routes,PASS: live probe,,,PASS (re-tested 2026-09-11),Passing
API-03,HTTP API (server/api),Private 404,"As a case member, I want strangers to get the same answer for a run they may not see as for none at all, so that runs are not confirmed to exist.","Unknown run and run without READER standing → 404 {refusal: RUN_NOT_FOUND}, identical bodies.",app.py _visible,pytest test_actor_matrix/test_api_routes; live probe,PASS: identical 404 bodies,,,PASS (re-tested 2026-09-11),Passing
API-04,HTTP API (server/api),Unauthenticated,"As an operator, I want a request with no valid subject answered 401 plainly, so that clients retry correctly.",Missing or non-UUID x-caos-user → 401 {refusal: NOT_AUTHENTICATED}.,server/api/identity.py; app.py _STATUS,pytest; live probe,PASS: 401 NOT_AUTHENTICATED,,,PASS (re-tested 2026-09-11),Passing
API-05,HTTP API (server/api),Run event stream,"As an analyst, I want GET /api/runs/{id}/events as SSE resuming after Last-Event-ID, closing on terminal or revocation, so that the tail is safe and finite.","text/event-stream frames 'id/event/data {}'; resume strictly after Last-Event-ID (invalid → 0); stops after RUN_COMPLETE/RUN_FAILED, on lost standing, or after 300 s; cache-control no-store, x-accel-buffering no.",app.py read_run_events/_frames; server/api/stream.py,pytest test_run_stream/test_api_routes; live probe,"PASS: frames, exclusive resume, junk marker → 0, stranger 404",,,PASS (re-tested 2026-09-11),Passing
API-06,HTTP API (server/api),Refusal body,"As a client developer, I want every refusal as {refusal: CODE} and nothing else, so that no document text or exception leaks.","RefusalBody extra=forbid; statuses: 401 NOT_AUTHENTICATED, 404 RUN/CASE_NOT_FOUND, 400 otherwise.",app.py _refused,pytest test_api_routes; live probe,FAIL: ERR-15,"ERR-15: A malformed run id gets FastAPI's default 422 body echoing the input, not the declared {refusal: CODE}, and it is answered before authentication.; ERR-28",ERR-15: RequestValidationError on the path answers 401 NOT_AUTHENTICATED or 404 RUN_NOT_FOUND in the refusal body; body errors keep FastAPI's default. Test: test_a_malformed_run_id_is_answered_like_any_unknown_run.,"PASS (re-tested) — story checker, unit and workbench green",Fixed
API-07,HTTP API (server/api),Startup applies schema,"As an operator, I want the API to apply the schema at boot and refuse to start on drift or without a database, so that it never serves against the wrong store.",Lifespan: apply_schema on CAOS_DATABASE_URL; refusal at boot on drift or missing URL.,app.py _lifespan/_database_url,pytest; live probe,FAIL: ERR-14,ERR-14: Server misconfiguration answers as a 400 client refusal: with CAOS_BLOB_ROOT unset even an unknown run gets 400 BLOB_NOT_FOUND; a missing CAOS_DATABASE_URL is reported as STORE_NOT_TRANSACTIONAL.; ERR-27,ERR-14: New STORE_NOT_CONFIGURED for a missing database URL or blob root; store-side refusals map to 503. Tests: test_a_misconfigured_store_is_a_server_fault_not_a_bad_request + 3 updated.,"PASS (re-tested) — story checker, unit and workbench green",Fixed
API-08,HTTP API (server/api),Server configuration failures,"As an operator, I want a missing blob root or database URL to be reported as a server fault, so that clients are not told their request was bad.","Misconfiguration surfaces as a server-side failure, not as a 400 client refusal.",app.py blob_store/_database_url/_STATUS,live probe,FAIL: ERR-14,ERR-14: Server misconfiguration answers as a 400 client refusal: with CAOS_BLOB_ROOT unset even an unknown run gets 400 BLOB_NOT_FOUND; a missing CAOS_DATABASE_URL is reported as STORE_NOT_TRANSACTIONAL.; ERR-27,ERR-14: New STORE_NOT_CONFIGURED for a missing database URL or blob root; store-side refusals map to 503. Tests: test_a_misconfigured_store_is_a_server_fault_not_a_bad_request + 3 updated.,"PASS (re-tested) — story checker, unit and workbench green",Fixed
API-09,HTTP API (server/api),Health endpoint,"As an operator, I want GET /api/health with liveness and readiness, so that the proxy and I can see the deployment is up.","SYSTEM_SPEC §11: one strict model, 200 when store/bundle/blobs hold, 503 otherwise.",docs/SYSTEM_SPEC.md §11; server/api/app.py,live probe,FAIL: ERR-17,"ERR-17: GET /api/health (SYSTEM_SPEC §11) is not served (404), yet the Admin fixture shows a green 'HEALTH · 200' chip and lists a deployment 'worker' SYSTEM_SPEC §1 says does not exist.",ERR-17: Recorded in CLAUDE.md known gaps (Phase 6); admin.json now reads 'HEALTH · NOT SERVED' and lists no worker. Test: admin 'claims no route or process the deployment does not have'.,PASS where fixable; Gap documented (health route not built),Gap documented
IDN-01,Identity (server/api/identity.py),Actor from edge headers,"As an operator, I want identity from the proxy-asserted subject and groups only, so that a browser cannot claim to be someone else.","x-caos-user must be a UUID; role = greatest of known groups in x-forwarded-groups (caos-readers/analysts/admins), READER if none.",identity.py actor_from_headers/_from_groups,pytest test_actor_matrix,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
IDN-02,Identity (server/api/identity.py),Role header only when trusted,"As a developer, I want to trust a role header only when explicitly switched on, so that production never trusts it.","x-caos-role used only when CAOS_TRUST_ROLE_HEADER=1, from a closed set (else READER); switch read per request.",identity.py _claimed,pytest test_actor_matrix (test_production_never_trusts_role_header),"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
STO-01,Store (server/store),Schema applied once,"As an operator, I want the declared schema applied to an empty database and refused on drift, so that a process never meets a database from another build.",Advisory lock; applies schema.sql and records its sha256; same digest → no-op; different → STORE_SCHEMA_DRIFT; autocommit → STORE_NOT_TRANSACTIONAL.,server/store/__init__.py apply_schema,pytest test_store_schema,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
STO-02,Store (server/store),Cases and runs,"As an analyst, I want a case to hold runs that start RUNNING with a Decimal budget ceiling, so that every run has a budget from its first row.",create_case(BoundaryText); start_run default ceiling 5.00; non-Decimal ceiling → MONEY_NOT_DECIMAL; run_status/RUN_NOT_FOUND.,server/store/runs.py,pytest test_store_schema/test_runtime,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
STO-03,Store (server/store),Attempts,"As the engine, I want each try at a node recorded before the call, so that a charge always has an identity.",start_attempt only on a RUNNING run (else RUN_NOT_RUNNING); appends ATTEMPT_STARTED in the same transaction.,runs.py start_attempt,pytest test_run_events,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
STO-04,Store (server/store),Idempotent acceptance,"As the engine, I want accepting an attempt twice to write one artifact, one charge and one event, so that a crash in the commit gap cannot double count.",Float charge refused before any write; run/case read from the attempt; ended run accepts nothing; ON CONFLICT DO NOTHING; event only when the artifact row was inserted.,runs.py accept_attempt,pytest test_run_events (test_terminal_event_is_exactly_once),"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
STO-05,Store (server/store),Exactly-once terminal event,"As an analyst, I want a run to end exactly once, so that its terminal event is unique.",complete_run/fail_run conditional UPDATE from RUNNING; event only when a row changed.,runs.py _transition,pytest test_run_events/test_postgres_races,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
STO-06,Store (server/store),Ordered run events,"As an analyst, I want run events numbered per run in commit order, so that a tail can resume exactly.",append takes the run row lock and allocates max(seq)+1 in one statement; names limited to five RunEvents.,server/store/events.py,pytest test_run_events,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
BUD-01,Budget (server/store/budget.py),Reserve before the call,"As a budget holder, I want every provider call to reserve money first and be refused at the ceiling, so that no run overspends.",reserve under the run row lock; amount > remaining → BUDGET_CEILING_REACHED; non-Decimal → MONEY_NOT_DECIMAL; commits on its own.,budget.py reserve,pytest test_budget,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
BUD-02,Budget (server/store/budget.py),Reservations never released,"As a budget holder, I want an indeterminate call's reservation kept, so that a retry cannot spend money already committed.",No release path; a retry is a new attempt and a new reservation.,budget.py,pytest test_budget,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
BUD-03,Budget (server/store/budget.py),Concurrent reservations,"As a budget holder, I want two simultaneous reservations at the ceiling resolved to one, so that races cannot overspend.",Row lock serialises; exactly one of two succeeds at the ceiling.,budget.py reserve,pytest test_budget/test_postgres_races,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
GAT-01,Human gates (server/store/gates.py),Digest-bound approval,"As an approver, I want my approval bound to the preview digest and input fingerprint I saw, so that it never applies to content I did not review.",approve_gate is an APPROVER governed write storing preview_sha256 + input_fingerprint; re-approval replaces; gate_state RELEASED only while the fingerprint matches.,gates.py approve_gate/gate_state,pytest test_gates,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
GAT-02,Human gates (server/store/gates.py),Source-set fingerprint,"As an approver, I want the fingerprint to ignore admission order and move on withdrawal, so that a gate reopens exactly when evidence changes.","Digest over live sources' document digests, sorted.",gates.py source_set_fingerprint,pytest test_gates,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
GAT-03,Human gates (server/store/gates.py),Withdraw a source,"As an analyst, I want to withdraw a source as a recorded decision, so that no run reads it and approvals over it reopen.",WRITER governed write; source leaves live_sources (never deleted); reads refuse; gate reopens; the audit chain records only a withdrawal that happened.,gates.py withdraw_source,pytest test_gates,FAIL: ERR-12,"ERR-12: withdraw_source writes a SOURCE_WITHDRAWN audit event even when nothing was withdrawn: a second withdrawal, another case's source and an unknown id all 'succeed' (4 audit entries for 1 withdrawal).","ERR-12: withdraw_source refuses EVIDENCE_NOT_AVAILABLE when its UPDATE changes no row, rolling back before any audit event. Test: test_withdrawing_what_is_not_live_here_is_refused_and_recorded_nowhere.","PASS (re-tested) — story checker, unit and workbench green",Fixed
AUD-01,"Governed writes and audit (server/store/audit.py, members.py)",Authority at commit time,"As an approver, I want standing rechecked inside the transaction that commits, so that a revoked member cannot land a decision.","governed_write locks the chain head, checks live standing (floor), runs the write, appends the audit event, commits; NOT_AUTHORISED otherwise; any failure rolls back.",audit.py governed_write,pytest test_governed_writes,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
AUD-02,"Governed writes and audit (server/store/audit.py, members.py)",Hash-chained audit,"As an auditor, I want each case's audit events hash-chained, so that an in-place edit is detectable.","entry = sha256(previous, case, seq, actor, action, payload digest); verify_chain; audit_head; separate chain per case; payload digest only.",audit.py,pytest test_governed_writes,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
AUD-03,"Governed writes and audit (server/store/audit.py, members.py)",Case standing,"As an operator, I want per-case standing READER < WRITER < APPROVER < ADMIN with revocation that keeps the row, so that history stays explicable.","grant (upsert, clears revocation), revoke (sets revoked_at), standing_of (None for stranger/revoked), satisfies (floor).",server/store/members.py,pytest test_governed_writes,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
EVS-01,Evidence (server/evidence),"Admit a pack, all or nothing","As an analyst, I want a pack admitted whole or refused whole, so that no run pins a half-admitted set.",Empty → SOURCE_PACK_EMPTY; unknown case → CASE_NOT_FOUND; everything extracted and packed before any write; bytes to the blob store; tokens and blocks per source.,server/evidence/ingest.py admit_pack,pytest test_ingestion,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
EVS-02,Evidence (server/evidence),Text-less documents refused,"As an analyst, I want a scanned (text-less) document refused at admission, so that I do not pay for a run that can never cite it.",Any document yielding no tokens → SOURCE_HAS_NO_TEXT before writing.,ingest.py,pytest test_ingestion/test_pdf_extraction,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
EVS-03,Evidence (server/evidence),Blocks cross the boundary at admission,"As an analyst, I want a line with forbidden characters to refuse the pack, so that no pinned source is unreadable.","One block per line (b000000…), text via BoundaryText.of at packing.",ingest.py _blocks,pytest test_awkward_evidence/test_ingestion,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
EVS-04,Evidence (server/evidence),Plain-text extraction,"As an analyst, I want .txt sources tokenised with stable page/line/region rectangles, so that quotes from them can be anchored.",UTF-8 only (else SOURCE_NOT_READABLE); fixed 7.2×12 pt cells; 60 lines per page; blank line starts a new region; whitespace split matches citation split.,server/evidence/extract.py,pytest test_extraction,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
EVS-05,Evidence (server/evidence),PDF extraction,"As an analyst, I want PDF sources tokenised with real character rectangles, so that a citation highlights the actual text.","pdfminer LTTextBox→region, LTTextLine→line, LTChar union → token; malformed → SOURCE_NOT_READABLE.",server/evidence/pdf.py,pytest test_pdf_extraction,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
EVS-06,Evidence (server/evidence),read_evidence fails closed,"As a module, I want one block of one live source or a typed refusal with no text, so that nothing leaks on refusal.",Malformed block id refused before I/O; unknown/withdrawn → EVIDENCE_NOT_AVAILABLE from None; one row fetch; page returned with text.,server/evidence/read.py,pytest test_read_evidence,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
EVS-07,Evidence (server/evidence),Coordinate-anchored citations,"As an analyst, I want every quote re-located exactly once in the token index, never across a column, so that a highlight covers only what was quoted.",Exactly-once match within a region; one rectangle per line; NOT_LOCATED / AMBIGUOUS / NOT_DELIVERED; lookups batched per page and source.,server/evidence/citations.py,pytest test_read_evidence/test_module_execution,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
RTE-01,"Route resolution (server/engine/route.py, store/routes.py)",Pure resolution from typed edges,"As an analyst, I want the route resolved from the catalog's typed edges only, so that OPTIONAL and ADVISORY edges are not enforced as mandatory.",profile['edges'] restricted to route nodes; unknown profile/selection → ROUTE_PROFILE_UNKNOWN / ROUTE_SELECTION_UNKNOWN; no I/O.,route.py resolve_route,pytest test_route_resolution,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
RTE-02,"Route resolution (server/engine/route.py, store/routes.py)",Model extension (CP-CF),"As an analyst, I want CP-CF appended at stage 100 waiting on CP-1, CP-2G and CP-4, so that the forecast never runs on missing inputs.",REQUIRED edges from all three owners; missing owner → ROUTE_EXTENSION_OWNER_MISSING.,route.py _model_node,pytest test_route_resolution,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
RTE-03,"Route resolution (server/engine/route.py, store/routes.py)",Research extension (CP-DR),"As an analyst, I want a research brief to append CP-DR at stage 99, so that research is part of the pinned route.",CP-DR node at stage 99; a duplicate module → ROUTE_DUPLICATE_MODULE.,route.py,pytest test_route_resolution,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
RTE-04,"Route resolution (server/engine/route.py, store/routes.py)",Deterministic dependency order,"As an analyst, I want the node order to be a function of the route, so that the digest means something.","Kahn order with ties on (stage, route_node_id); cycle → ROUTE_HAS_A_CYCLE; duplicate module → ROUTE_DUPLICATE_MODULE.",route.py dependency_order,pytest test_route_resolution,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
RTE-05,"Route resolution (server/engine/route.py, store/routes.py)",Node states and soft edges,"As an analyst, I want REQUIRED/CONDITIONAL/QA_GATE to block and OPTIONAL/ADVISORY to restrict unless the source is ready, so that RESTRICTED nodes run with limitations.",COMPLETE if accepted; blocking unmet → BLOCKED; soft unmet whose source is READY/READY_WITH_LIMITATIONS → BLOCKED; else RESTRICTED; readiness only from CP-0's artifact.,route.py node_states/_state_for/readiness_from,pytest test_route_resolution,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
RTE-06,"Route resolution (server/engine/route.py, store/routes.py)",Frontier and reasons,"As an analyst, I want the frontier and each node's unmet typed edges, so that every state has a reason.",frontier = RUNNABLE + RESTRICTED in route order; waiting_on typed; limitations_of = soft edges; unknown node → ORCHESTRATION_NODE_NOT_IN_ROUTE.,route.py,pytest test_route_resolution,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
RTE-07,"Route resolution (server/engine/route.py, store/routes.py)","Pin once, replay identically","As an approver, I want the resolved route pinned once with its digest, so that execution and replay read only the pin.",pin_route writes row + ROUTE_PINNED in one transaction; same digest replay accepted; different → ROUTE_ALREADY_PINNED; resolved_route rebuilds the pin.,server/store/routes.py,pytest test_route_pinning,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
RTE-08,"Route resolution (server/engine/route.py, store/routes.py)",Frozen predicates,"As an approver, I want CONDITIONAL predicates frozen into the digest, so that replay cannot change them.",Predicates sorted into the route and digest; not evaluated (CONDITIONAL blocks like REQUIRED — known gap).,route.py,pytest test_route_resolution,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
RTM-01,"Execution loop (server/engine/runtime.py, methodology/runner.py)",Frontier loop,"As an analyst, I want the run to execute every frontier node until none remain, so that the route runs to its end.",while frontier: start attempt → reserve estimate → provider → accept; then complete_run.,runtime.py run_route/_run_node,pytest test_runtime,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
RTM-02,"Execution loop (server/engine/runtime.py, methodology/runner.py)",Recovery is recomputation,"As an operator, I want a restarted run to continue without re-running completed nodes, so that a crash loses at most one attempt.",States recomputed from accepted artifacts each pass; no checkpoint file.,runtime.py,pytest test_runtime (test_recovery_is_recomputation),"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
RTM-03,"Execution loop (server/engine/runtime.py, methodology/runner.py)",Charge what the provider reported,"As a budget holder, I want the ledger to record the provider's reported cost, not the estimate, so that spend is real.",ModuleProvider returns charge = completion usage.cost; artifact = canonical host envelope in the blob store.,server/methodology/runner.py,pytest test_loop_charges,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
MTH-01,Methodology (server/methodology),Bundle identity and carve-out,"As an operator, I want the bundle's own build id and a CP-PARSE carve-out to CP-0, so that runs pin a real build.",build_id from DEPLOY_V_INTEGRITY_v1.json; manifest_sha256; skill_of follows _CARVE_OUTS; unknown → AUTHORITY_MODULE_UNKNOWN.,bundle.py Bundle,pytest test_methodology_bundle/test_bundle_pin,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
MTH-02,Methodology (server/methodology),Bytes verified at use,"As an auditor, I want every authority file hashed against the manifest when read, so that a moved file cannot run.","verified_bytes refuses moved, missing or unnamed files as AUTHORITY_BYTES_MISMATCH; code only.",bundle.py verified_bytes,pytest test_methodology_bundle (test_authority_bytes_mismatch_refuses),"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
MTH-03,Methodology (server/methodology),Whole-file authority and digest,"As an auditor, I want a module's authority assembled from whole files and digested with the build, so that two builds never look alike.",assemble_authority reads every manifest file (no SKILL.md slicing); authority_digest over build + file digests.,bundle.py,pytest test_methodology_bundle,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
MTH-04,Methodology (server/methodology),Strict canonical envelope,"As an auditor, I want module output parsed as a closed, bounded envelope, so that undeclared fields and uncited claims never reach an artifact.","Only {claims}; 1..50 claims of {statement, citations}; citations {source_id, page, matched_text}; undeclared → ENVELOPE_UNDECLARED_FIELD; uncited → ENVELOPE_UNCITED_CLAIM; undelivered → CITATION_NOT_DELIVERED; else ENVELOPE_INVALID.",server/methodology/envelope.py,pytest test_module_execution,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
MTH-05,Methodology (server/methodology),Execute one module,"As an analyst, I want a module asked once with its verified authority and delivered evidence, and its citations anchored before storage, so that the artifact is the host's.","Prompt = instruction + whole SKILL.md + evidence (source_id, page, text); provider asked once (json_object); citations verified; envelope carries host module id, build and authority digest.",server/methodology/executor.py,pytest test_module_execution (test_cp1_produces_canonical_envelope_with_anchored_citations); live: CAOS_REQUIRE_PROVIDER=1,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,"PASS (re-tested 2026-09-11); the live CP-1 run passed with CAOS_REQUIRE_PROVIDER=1 on main 4055969, run in the session holding the key (test_cp1_produces_canonical_envelope_with_anchored_citations)",Passing
MTH-06,Methodology (server/methodology),Delivery through the boundary,"As an analyst, I want evidence delivered through read_block, so that withdrawal is checked at every delivery.","deliver() reads each (source, block) via read_block with its page.",executor.py deliver,pytest test_module_execution,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
MTH-07,Methodology (server/methodology),Vendored bundle pinned,"As an operator, I want the vendored bundle's bytes and catalog facts pinned by test, so that the methodology cannot drift unnoticed.","Every manifest file hashes as recorded; 25 OPTIONAL, 22 ADVISORY, 1 QA_GATE, 44 REQUIRED edges; 18 pathways; verify_package.py passes.",tests/test_bundle_pin.py; vendor/deploy-v,pytest test_bundle_pin,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
PRV-01,Provider (server/provider.py),One OpenRouter call,"As a budget holder, I want one non-streaming call per attempt to the configured model with fallbacks off, so that a run has one provider identity.","POST {base}/chat/completions with model, messages, stream false, provider.allow_fallbacks false, optional response_format json_object; Bearer key; 120 s timeout.",provider.py OpenRouter,pytest test_provider; live: CAOS_REQUIRE_PROVIDER=1,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,"PASS (re-tested 2026-09-11); the live call passed with CAOS_REQUIRE_PROVIDER=1, run in the session holding the key (test_the_live_provider_returns_a_completion, unchanged on main 4055969)",Passing
